IF_adj,diferenca_limite,diferenca_prazo,diferenca_taxa
Cooperativas,-8668.630000000001,-42.0,
Cooperativas,-18782.91,,
Cooperativas,-118261.30999999997,,
Cooperativas,-38832.899999999994,,
Cooperativas,178902.37999999995,,
Cooperativas,-18223.929999999997,,
Cooperativas,-105309.65999999992,,
Cooperativas,-91632.28,,
Cooperativas,72970.44,,
Cooperativas,88557.650000000009,,
Cooperativas,-69624.56,,
Cooperativas,29503.009999999878,,
Cooperativas,-143147.12000000005,,
Cooperativas,4591.0999999999985,12.0,0.0031469283190474692
Cooperativas,40.180000000000291,-6.0,0.026763005016451749
Cooperativas,-18057.85,-42.0,
Cooperativas,-48652.139999999985,,
Cooperativas,23721.05000000001,,
Cooperativas,-29997.259999999871,,
Cooperativas,-35707.829999999994,,
Cooperativas,86072.69,,
Cooperativas,48968.949999999953,,
Cooperativas,-622.0299999999861,,
Cooperativas,-24153.679999999997,,
Cooperativas,-43656.400000000045,,
Cooperativas,47568.24,,
Cooperativas,-61036.470000000016,,
Cooperativas,59534.119999999995,,
Cooperativas,196570.39,,
Cooperativas,-115592.16,,
Cooperativas,16604.18,,
Cooperativas,246064.42000000004,,
Cooperativas,24696.760000000002,-6.0,
Cooperativas,48533.46,-6.0,
Cooperativas,-19531.33,-18.0,0.021706934507429797
Cooperativas,-71359.22,-42.0,
Cooperativas,-7205.0,-42.0,
Cooperativas,-45210.67,-162.0,
Cooperativas,-21596.170000000006,-168.0,
Cooperativas,-13106.740000000002,-168.0,
Cooperativas,86474.209999999992,,
Cooperativas,-217272.65000000017,,
Cooperativas,-215005.15000000002,,
Cooperativas,42309.12,,
Cooperativas,-147032.15999999997,,
Cooperativas,-21666.600000000002,,
Cooperativas,129650.18999999999,,
Cooperativas,375989.44000000006,,
Cooperativas,85696.190000000017,,
Cooperativas,77448.049999999988,,
Cooperativas,479786.04,,
Cooperativas,132844.39999999997,,
Cooperativas,-661.759999999962,,
Cooperativas,131752.75999999998,,
Cooperativas,46099.23000000001,,
Cooperativas,149383.41999999998,6.0,
Cooperativas,-21879.770000000004,0.0,
Cooperativas,-47070.499999999993,-30.0,
Cooperativas,-87897.62,-36.0,
Cooperativas,-76364.66,-42.0,
Cooperativas,77137.239999999991,-48.0,
Cooperativas,-73610.479999999967,,
Cooperativas,53818.479999999981,,
Cooperativas,-132171.43,,
Cooperativas,142068.65,,
Cooperativas,145843.63,,
Cooperativas,4942.5200000000041,,
Cooperativas,-122264.34999999999,,
Cooperativas,-147077.72999999995,,
Cooperativas,30029.589999999997,,
Cooperativas,2055.75,6.0,
Cooperativas,93157.549999999988,-6.0,
Cooperativas,99165.639999999985,-12.0,0.018499305725720797
Cooperativas,-201388.28000000009,-18.0,
Cooperativas,287016.24,-18.0,
Cooperativas,-20745.42,-18.0,
Cooperativas,34540.5,-30.0,
Cooperativas,-3472.5999999999985,-30.0,
Cooperativas,-39268.779999999992,-30.0,
Cooperativas,517.18000000000029,-42.0,
Cooperativas,-45897.88,-48.0,
Cooperativas,24892.029999999984,,
Cooperativas,-53456.410000000011,,
Cooperativas,83120.93,,
Cooperativas,269537.55000000005,,
Cooperativas,11296.020000000179,,
Cooperativas,31680.429999999997,,
Cooperativas,27648.029999999992,,
Cooperativas,60852.42,,
Cooperativas,-223285.05000000005,,
Cooperativas,102708.71000000002,,
Cooperativas,40704.150000000009,,
Cooperativas,-4051.7900000000009,-18.0,
Cooperativas,-46914.799999999959,-30.0,
Cooperativas,-100943.46000000002,-162.0,
Cooperativas,-105849.75000000003,-162.0,
Cooperativas,-20432.409999999953,,
Cooperativas,254996.27999999997,,
Cooperativas,128414.86000000002,,
Cooperativas,32912.48,,
Cooperativas,196498.16999999998,,
Cooperativas,66775.85000000002,,
Cooperativas,-97028.840000000084,,
Cooperativas,-21140.549999999988,,
Cooperativas,28012.819999999992,,
Cooperativas,16032.219999999998,,
Cooperativas,84071.84,6.0,
Cooperativas,47337.909999999996,-6.0,-0.0027978294154733935
Cooperativas,-30259.279999999995,-30.0,
Cooperativas,40408.159999999989,-42.0,
Cooperativas,1916.6400000000003,,
Cooperativas,20686.459999999995,,
Cooperativas,-49249.739999999962,,
Cooperativas,255.47000000000116,,
Cooperativas,-80473.349999999991,,
Cooperativas,-44209.100000000326,,
Cooperativas,-25495.720000000023,,
Cooperativas,-9094.5799999999945,,
Cooperativas,-89180.0200000001,,
Cooperativas,99615.24000000002,,
Cooperativas,35687.310000000005,,
Cooperativas,9577.6599999999889,,
Cooperativas,-201599.04000000004,,
Cooperativas,59034.55,-6.0,0.0049338816768699535
Cooperativas,9827.7300000000032,-30.0,
Cooperativas,-19506.29,-30.0,
Cooperativas,-90787.160000000018,-162.0,
Cooperativas,-130227.68,-162.0,
Cooperativas,3476.2599999999966,,
Cooperativas,40792.670000000013,,
Cooperativas,-30688.020000000062,,
Cooperativas,-97551.320000000036,,
Cooperativas,77480.08,,
Cooperativas,106375.38999999998,,
Cooperativas,-5784.0200000000186,,
Cooperativas,121992.03000000001,6.0,
Cooperativas,-19410.490000000005,-12.0,0.037042081331685454
Cooperativas,93333.19,-18.0,
Cooperativas,199915.89,-30.0,0.0095692010207572772
Cooperativas,36576.710000000021,-42.0,
Cooperativas,-250094.3,-42.0,0.0020205692962116037
Cooperativas,-171342.34999999998,,
Cooperativas,-42235.48,,
Cooperativas,21359.019999999997,,
Cooperativas,107581.53000000001,,
Cooperativas,-253558.65000000011,,
Cooperativas,-5031.8900000000012,,
Cooperativas,19041.920000000002,,
Cooperativas,150492.50999999998,,
Cooperativas,43626.42,,
Cooperativas,-134157.06000000006,,
Cooperativas,-26317.77,-6.0,0.020716824966078698
Cooperativas,33499.439999999973,,
Cooperativas,-18897.46000000005,,
Cooperativas,455913.18,,
Cooperativas,-52769.959999999977,,
Cooperativas,-64946.11,,
Cooperativas,-143622.26999999996,,
Cooperativas,75400.400000000023,,
Cooperativas,35844.449999999983,,
Cooperativas,-61758.10000000002,,
Cooperativas,-6174.7499999999982,,
Cooperativas,-83718.47,,
Cooperativas,19087.18,,
Cooperativas,18129.100000000002,-6.0,-0.028028663026665547
Cooperativas,37039.55,-6.0,-0.0047696731417825912
Cooperativas,81987.209999999992,-30.0,
Cooperativas,125215.01999999999,-42.0,
Cooperativas,46708.34,-42.0,
Cooperativas,61499.64,-48.0,
Cooperativas,-79633.23000000001,-168.0,
Cooperativas,164212.7,,
Cooperativas,32463.03,,
Cooperativas,-67702.87,,
Cooperativas,-41495.539999999994,,
Cooperativas,-26651.759999999995,,
Cooperativas,43021.59,,
Cooperativas,-25598.059999999969,,
Cooperativas,35269.099999999948,,
Cooperativas,-104646.33999999997,,
Cooperativas,23848.03,-30.0,
Cooperativas,-33538.000000000007,-168.0,
Cooperativas,76804.38,,
Cooperativas,14255.5,,
Cooperativas,-61729.019999999975,,
Cooperativas,-15273.39,,
Cooperativas,-279876.1,,
Cooperativas,-5978.9099999999989,-6.0,0.020595424573413075
Cooperativas,-5296.0400000000081,-42.0,
Cooperativas,833.25,-162.0,
Cooperativas,-11154.730000000003,,
Cooperativas,-84089.65000000014,,
Cooperativas,99837.159999999989,,
Cooperativas,-5072.469999999943,,
Cooperativas,54429.659999999974,,
Cooperativas,30660.940000000002,,
Cooperativas,18476.429999999993,,
Cooperativas,-222654.15000000002,,
Cooperativas,-136.93000000000029,,
Cooperativas,-10313.520000000015,,
Cooperativas,-67462.65,,
Cooperativas,-148354.15,-24.0,
Cooperativas,18072.469999999958,,
Cooperativas,-3352.6000000000022,,
Cooperativas,-260725.14,,
Cooperativas,-75598.680000000037,,
Cooperativas,-63879.929999999978,,
Cooperativas,12809.0,,
Cooperativas,72516.999999999985,,
Cooperativas,29591.57,6.0,
Cooperativas,-25439.170000000006,-24.0,0.040582127778797487
Cooperativas,-45981.039999999994,-36.0,
Cooperativas,-90429.119999999981,-162.0,0.017999872379773255
Cooperativas,-51213.619999999966,-162.0,
Cooperativas,-123246.33999999998,,
Cooperativas,19070.17,,
Cooperativas,2888.7500000000073,,
Cooperativas,17882.91,,
Cooperativas,-8907.5400000000664,,
Cooperativas,43732.919999999984,,
Cooperativas,254976.59999999998,,
Cooperativas,174532.85999999996,,
Cooperativas,-34049.659999999989,,
Cooperativas,21928.4,12.0,-0.038822945666816364
Cooperativas,3161.7199999999993,-12.0,
Cooperativas,76504.48,-18.0,
Cooperativas,49051.649999999994,-30.0,0.011966535902063678
Cooperativas,90987.969999999987,,
Cooperativas,30432.170000000013,,
Cooperativas,-279378.48000000004,,
Cooperativas,-254948.88000000006,,
Cooperativas,-31245.75999999998,,
Cooperativas,-14732.410000000011,,
Cooperativas,51110.11,,
Cooperativas,-99554.559999999969,,
Cooperativas,1517.4099999999999,-6.0,-0.0032265233769111328
Cooperativas,78600.260000000009,-6.0,
Cooperativas,-378495.22,-18.0,
Cooperativas,16472.190000000002,-30.0,
Cooperativas,-32744.489999999998,-42.0,
Cooperativas,81377.9200000001,-162.0,0.0037832850393199856
Cooperativas,-55986.36,-168.0,0.0343328936343617
Cooperativas,46452.799999999996,,
Cooperativas,-16172.739999999998,,
Cooperativas,-192070.25000000003,,
Cooperativas,-11320.900000000003,,
Cooperativas,-176890.05000000005,,
Cooperativas,-153721.09999999992,,
Cooperativas,10682.11,,
Cooperativas,155451.14999999994,,
Cooperativas,-8442.96,,
Cooperativas,-185344.80999999997,,
Cooperativas,-73042.340000000011,-6.0,0.025761676096721212
Cooperativas,-60263.37000000001,,
Cooperativas,48730.37999999999,,
Cooperativas,-92003.62,,
Cooperativas,-119098.33000000002,,
Cooperativas,121125.96,,
Cooperativas,-106800.81,,
Cooperativas,135313.63,,
Cooperativas,-127379.65000000004,,
Cooperativas,35193.679999999993,0.0,
Cooperativas,12113.560000000001,-12.0,
Cooperativas,-29330.240000000013,-30.0,
Cooperativas,63878.159999999996,,
Cooperativas,-53143.570000000007,,
Cooperativas,-120854.39999999998,,
Cooperativas,-81675.91,,
Cooperativas,-5868.0299999999988,,
Cooperativas,-66282.989999999932,,
Cooperativas,-55836.839999999924,,
Cooperativas,-5834.9100000000017,,
Cooperativas,-7724.68,-6.0,0.01901303317219967
Cooperativas,37826.32,0.0,0.0091984263297681529
Cooperativas,55318.19999999999,-18.0,0.0065991547802394558
Cooperativas,297154.37,-30.0,0.0078110195228970544
Cooperativas,37653.839999999989,-42.0,
Cooperativas,-62532.149999999994,-162.0,
Cooperativas,150309.15000000002,,
Cooperativas,2080.5599999999995,,
Cooperativas,-17261.660000000003,,
Cooperativas,18376.489999999991,,
Cooperativas,-9580.929999999993,,
Cooperativas,111889.55,,
Cooperativas,22492.88,12.0,-0.05588593783450406
Cooperativas,-76915.22,-36.0,
Cooperativas,156338.39,-30.0,
Cooperativas,46276.64,-42.0,
Cooperativas,-17215.43,-48.0,
Cooperativas,-196398.53,-162.0,
Cooperativas,45592.509999999995,,
Cooperativas,11347.320000000007,,
Cooperativas,851.59999999998035,,
Cooperativas,34225.289999999994,,
Cooperativas,125362.53000000001,,
Cooperativas,152407.75999999998,,
Cooperativas,119690.9,17.0,
Cooperativas,95826.85,12.0,
Cooperativas,26902.910000000003,-6.0,
Cooperativas,39324.070000000007,-18.0,
Cooperativas,-301962.82,,
Cooperativas,75101.209999999992,,
Cooperativas,-21955.479999999992,,
Cooperativas,61256.97,,
Cooperativas,36237.640000000007,,
Cooperativas,11451.72,-18.0,
Cooperativas,-431.57000000000153,-24.0,
Cooperativas,-26258.979999999996,-42.0,0.019180035562242421
Cooperativas,-66449.959999999992,-42.0,
Cooperativas,80116.52,-162.0,
Cooperativas,152592.67,,
Cooperativas,-20362.91,,
Cooperativas,-8500.9900000000162,,
Cooperativas,-80982.670000000013,,
Cooperativas,-46746.910000000018,,
Cooperativas,-96471.019999999844,,
Cooperativas,-407778.49999999988,,
Cooperativas,-15358.900000000005,-42.0,
Cooperativas,-82766.010000000038,,
Cooperativas,67796.93,,
Cooperativas,-224141.58000000002,,
Cooperativas,-187120.62999999963,,
Cooperativas,-211165.87000000008,,
Cooperativas,-178647.96999999997,,
Cooperativas,39056.419999999984,,
Cooperativas,-100285.14999999998,,
Cooperativas,-69110.510000000009,,
Cooperativas,24729.460000000003,,
Cooperativas,57171.189999999988,,
Cooperativas,117182.28,,
Cooperativas,-9350.8499999999767,-36.0,
Cooperativas,-7174.1100000000006,-36.0,
Cooperativas,48973.69,-42.0,
Cooperativas,-59853.630000000005,-156.0,
Cooperativas,79322.290000000008,,
Cooperativas,138042.41,,
Cooperativas,10089.119999999988,,
Cooperativas,-34642.649999999987,,
Cooperativas,-248780.17,,
Cooperativas,89512.900000000009,,
Cooperativas,183456.18,,
Cooperativas,258586.08,,
Cooperativas,-78533.75,,
Cooperativas,-21465.040000000008,,
Cooperativas,-138010.37,,
Cooperativas,34273.49000000002,,
Cooperativas,301706.76,,
Cooperativas,9431.91,-6.0,
Cooperativas,-34346.7,-30.0,
Cooperativas,39902.62,,
Cooperativas,38752.960000000006,,
Cooperativas,-16233.260000000038,,
Cooperativas,-26864.429999999997,,
Cooperativas,47781.519999999975,,
Cooperativas,-92360.73,,
Cooperativas,149637.56000000003,,
Cooperativas,23694.160000000018,,
Cooperativas,232832.79000000007,,
Cooperativas,-7561.29000000001,,
Cooperativas,19258.920000000006,,
Cooperativas,-66930.110000000015,-42.0,
Cooperativas,80642.319999999992,,
Cooperativas,-57246.009999999995,,
Cooperativas,-181182.14,,
Cooperativas,-25755.940000000002,,
Cooperativas,-88690.63,-36.0,
Cooperativas,-33011.330000000067,,
Cooperativas,-1145.6099999999969,,
Cooperativas,42698.140000000014,,
Cooperativas,67764.830000000031,,
Cooperativas,86307.11,,
Cooperativas,-1848.6100000000224,,
Cooperativas,-25440.289999999994,,
Cooperativas,-72344.85,,
Cooperativas,-2622.4299999999712,,
Cooperativas,-6089.2800000000007,-6.0,
Cooperativas,-55374.23,-6.0,
Cooperativas,7308.4000000000087,-162.0,0.0092292668283664066
Cooperativas,-398884.04999999993,,
Cooperativas,-35726.790000000015,,
Cooperativas,-19598.359999999982,,
Cooperativas,66228.090000000011,,
Cooperativas,71453.26,,
Cooperativas,5770.1399999999849,,
Cooperativas,-24606.539999999986,,
Cooperativas,-9416.9999999999782,,
Cooperativas,3301.0399999999991,,
Cooperativas,84535.37,,
Cooperativas,66246.44,-6.0,-0.049212686228060153
Cooperativas,-107562.17000000001,-6.0,0.013885323564121498
Cooperativas,-125544.81,-30.0,
Cooperativas,-57554.45,,
Cooperativas,27577.440000000002,,
Cooperativas,68607.539999999964,,
Cooperativas,21001.82,,
Cooperativas,135448.59,,
Cooperativas,-57197.509999999995,,
Cooperativas,-36145.250000000007,,
Cooperativas,-41829.6700000001,,
Cooperativas,-280161.43999999994,,
Cooperativas,177638.61,,
Cooperativas,-4741.1600000000017,,
Cooperativas,28104.47,-6.0,
Cooperativas,119582.57,-12.0,
Cooperativas,-66942.27,-18.0,
Cooperativas,-21256.65,-36.0,
Cooperativas,-8710.55,,
Cooperativas,47954.94,,
Cooperativas,-72727.27999999997,,
Cooperativas,-22432.880000000012,,
Cooperativas,36034.28,,
Cooperativas,-71532.99000000002,,
Cooperativas,29460.509999999995,,
Cooperativas,94123.250000000116,,
Cooperativas,65866.68,,
Cooperativas,-32829.939999999981,,
Cooperativas,2664.4000000000015,,
Cooperativas,26626.8,6.0,
Cooperativas,25194.97,-6.0,
Cooperativas,-71054.56,-18.0,
Cooperativas,-17271.700000000008,-36.0,
Cooperativas,-7422.1900000000014,-36.0,
Cooperativas,32032.939999999988,,
Cooperativas,-68494.77,,
Cooperativas,275068.08,,
Cooperativas,51270.469999999972,,
Cooperativas,73699.859999999986,,
Cooperativas,69338.6,,
Cooperativas,40570.330000000016,,
Cooperativas,-7952.7599999999984,,
Cooperativas,-126125.63999999998,,
Cooperativas,-18657.72,,
Cooperativas,80722.409999999989,-36.0,
Cooperativas,-39458.569999999992,-42.0,
Cooperativas,-50712.939999999995,,
Cooperativas,15236.89,,
Cooperativas,20775.909999999996,,
Cooperativas,-13904.30000000001,,
Cooperativas,122258.23000000001,-6.0,
Cooperativas,-58134.070000000007,-42.0,
Cooperativas,45526.880000000005,-42.0,
Cooperativas,115369.33000000005,,
Cooperativas,15234.600000000002,,
Cooperativas,-160580.07999999996,,
Cooperativas,68707.89,,
Cooperativas,-48729.600000000049,,
Cooperativas,-34543.209999999963,,
Cooperativas,-31104.660000000025,,
Cooperativas,53664.5,,
Cooperativas,-42491.399999999987,,
Cooperativas,-23665.829999999991,,
Cooperativas,39433.480000000018,,
Cooperativas,94691.799999999988,,
Cooperativas,-11334.260000000002,,
Cooperativas,-20259.65,,
Cooperativas,15956.93,,
Cooperativas,-48241.330000000038,,
Cooperativas,125283.42000000003,,
Cooperativas,46585.96,6.0,-0.023451130704547331
Cooperativas,9060.96,0.0,0.018772935417140479
Cooperativas,361859.01,-12.0,-0.0095971526033630586
Cooperativas,43127.74,-6.0,-0.0305989314717197
Cooperativas,-12277.160000000003,-12.0,
Cooperativas,-369701.83,-42.0,
Cooperativas,-15513.980000000003,-48.0,
Cooperativas,-42958.369999999995,-162.0,
Cooperativas,-102091.56999999998,-162.0,
Cooperativas,-37368.170000000006,,
Cooperativas,148054.06999999998,,
Cooperativas,-23521.540000000008,,
Cooperativas,2188.5300000000007,,
Cooperativas,157864.03,,
Cooperativas,-7887.1999999999825,,
Cooperativas,-7318.1600000000035,,
Cooperativas,-3032.029999999977,,
Cooperativas,53950.639999999992,,
Cooperativas,48037.46,,
Cooperativas,114625.63,,
Cooperativas,-44373.749999999993,,
Cooperativas,-128068.61,,
Cooperativas,60345.380000000005,-18.0,-0.0044021372085488
Cooperativas,252760.86999999997,-42.0,0.0064312314249861079
Cooperativas,-45305.94,-42.0,
Cooperativas,-131780.80999999994,,
Cooperativas,-19359.000000000018,,
Cooperativas,-66311.70000000007,,
Cooperativas,-16731.779999999988,,
Cooperativas,30454.059999999998,,
Cooperativas,118844.80999999997,,
Cooperativas,51181.25,,
Cooperativas,183465.87999999983,,
Cooperativas,39977.23,,
Cooperativas,-184104.77,,
Cooperativas,154779.12,-6.0,
Cooperativas,-2383.9700000000003,-36.0,
Cooperativas,37464.62,-36.0,-0.0172669899773683
Cooperativas,-53634.160000000018,-42.0,
Cooperativas,-9680.4100000000035,-162.0,
Cooperativas,-223162.80000000005,-162.0,
Cooperativas,20029.470000000005,,
Cooperativas,81968.159999999974,,
Cooperativas,40402.909999999989,,
Cooperativas,-60587.16,,
Cooperativas,-31403.110000000011,,
Cooperativas,-89254.520000000077,,
Cooperativas,-80018.11,,
Cooperativas,24036.09,,
Cooperativas,5740.0900000000111,,
Cooperativas,-49454.609999999957,,
Cooperativas,21988.969999999987,,
Cooperativas,16015.819999999996,,
Cooperativas,32707.22,16.0,
Cooperativas,-78685.15,-30.0,0.012002578837727113
Cooperativas,-13089.809999999998,-42.0,0.0077438608942512407
Cooperativas,47848.670000000027,,
Cooperativas,4469.1799999999857,,
Cooperativas,-17923.800000000017,,
Cooperativas,-34448.739999999969,,
Cooperativas,74844.849999999977,,
Cooperativas,668.04000000000269,,
Cooperativas,38009.57,12.0,
Cooperativas,101195.13999999998,-18.0,
Cooperativas,44624.939999999995,-30.0,
Cooperativas,53746.119999999995,-42.0,
Cooperativas,-133969.90000000002,-42.0,
Cooperativas,-213083.61,-168.0,
Cooperativas,-10121.0,,
Cooperativas,96740.140000000014,,
Cooperativas,39841.829999999987,,
Cooperativas,38240.789999999994,,
Cooperativas,143150.78000000003,,
Cooperativas,34579.700000000012,,
Cooperativas,207182.16999999998,,
Cooperativas,-292986.73,,
Cooperativas,-52106.860000000008,,
Cooperativas,184761.91999999995,,
Cooperativas,-4891.7900000000081,,
Cooperativas,8946.1600000000035,-6.0,
Cooperativas,185368.89,-6.0,
Cooperativas,-110422.67000000001,,
Cooperativas,-40594.059999999983,,
Cooperativas,78753.44,,
Cooperativas,-63689.380000000019,,
Cooperativas,-30540.590000000026,,
Cooperativas,30316.370000000024,,
Cooperativas,27010.350000000002,,
Cooperativas,336198.95999999996,-6.0,
Cooperativas,252655.62999999998,-18.0,
Cooperativas,-109958.17000000001,-30.0,0.0061973316524294927
Cooperativas,50299.85,-30.0,
Cooperativas,-43107.139999999985,-30.0,0.020880283160745486
