IF_adj,diferenca_limite,diferenca_prazo,diferenca_taxa
Stone,176154.37000000002,,
Stone,-22597.050000000014,,
Stone,-184989.08000000002,,
Stone,-140425.36000000002,,
Stone,-33080.970000000016,,
Stone,-300659.89999999997,,
Stone,9223.7300000000032,,
Stone,76507.340000000026,,
Stone,-1359.0699999999988,,
Stone,42480.97,17.0,
Stone,1108.5100000000002,15.0,-0.036327086444070393
Stone,-25877.68,-12.0,
Stone,-82100.310000000012,-12.0,
Stone,-65917.66,-30.0,
Stone,-109712.78999999998,-42.0,
Stone,-127841.97,-42.0,
Stone,-43066.47,-48.0,
Stone,-30474.489999999998,-48.0,
Stone,-203142.39,-42.0,
Stone,-35523.370000000024,,
Stone,91654.459999999977,,
Stone,6771.0400000000154,,
Stone,-8481.1599999999926,,
Stone,-1858.4800000000114,,
Stone,58826.43,,
Stone,50815.01,,
Stone,-3684.1300000000065,,
Stone,-72163.650000000023,,
Stone,-188819.51,,
Stone,-69656.13,,
Stone,8682.84,11.0,
Stone,3613.4800000000005,0.0,0.00146174488108846
Stone,20858.570000000003,6.0,-0.0032997741029280742
Stone,103043.79,-6.0,
Stone,-9418.0499999999956,-6.0,
Stone,-76926.28,-6.0,0.0071730208449159588
Stone,80594.540000000008,-30.0,
Stone,44174.51,-30.0,
Stone,-55597.240000000005,-42.0,
Stone,-128885.83,-42.0,
Stone,-204413.46000000002,-42.0,
Stone,108185.74999999994,-42.0,0.0061005686684478463
Stone,11949.380000000005,-42.0,0.014164934589698992
Stone,-45982.150000000009,-42.0,
Stone,98732.749999999971,,
Stone,-169879.23000000004,,
Stone,78898.08,,
Stone,9914.10000000002,,
Stone,-5020.3800000000047,,
Stone,15838.240000000002,,
Stone,29648.110000000073,,
Stone,217192.86000000002,,
Stone,162239.46000000002,,
Stone,-16656.6,,
Stone,-358088.86999999988,,
Stone,-6525.7999999999975,,
Stone,-562.29000000000087,9.0,
Stone,68458.01,6.0,0.003424565033343905
Stone,28197.590000000011,-6.0,0.023434041265964774
Stone,10694.540000000005,-18.0,
Stone,-94198.150000000009,-36.0,0.039268024856765331
Stone,-4929.7999999999884,-30.0,0.015999973963908197
Stone,-79202.310000000012,-42.0,
Stone,-15825.31,-48.0,0.047133334719507695
Stone,5486.2400000000052,-162.0,0.028706182217399345
Stone,-67160.64,-162.0,
Stone,79976.1,,
Stone,-13237.11999999999,,
Stone,-132738.90999999997,,
Stone,33428.909999999996,,
Stone,-151918.88,,
Stone,-20232.410000000018,,
Stone,74313.03,,
Stone,-13614.980000000003,,
Stone,29221.240000000005,,
Stone,-345351.32000000012,,
Stone,4802.41,,
Stone,-69241.459999999977,,
Stone,69771.26999999999,17.0,
Stone,115841.2,17.0,
Stone,42651.709999999992,12.0,
Stone,52718.02,6.0,-0.012357990533352774
Stone,1460.010000000002,-6.0,
Stone,-55.479999999999563,-18.0,0.023044891742817264
Stone,-14596.629999999997,-18.0,
Stone,8952.239999999998,-24.0,
Stone,19050.96,-42.0,
Stone,-82095.81,-48.0,
Stone,6584.3100000000013,-42.0,
Stone,-12393.169999999998,-48.0,
Stone,-47827.859999999986,-42.0,
Stone,-21517.149999999994,-42.0,
Stone,3200.1099999999933,-48.0,
Stone,-15752.489999999985,,
Stone,34690.709999999977,,
Stone,73987.739999999991,,
Stone,27204.310000000019,,
Stone,-16105.409999999996,,
Stone,36407.589999999989,,
Stone,-165345.85999999996,,
Stone,-80998.469999999943,,
Stone,84054.65,17.0,
Stone,63518.05,9.0,-0.014755394395381267
Stone,15214.560000000001,-36.0,0.03691851558790931
Stone,-20613.12000000001,-30.0,
Stone,-13882.559999999998,-42.0,
Stone,36853.590000000011,-42.0,
Stone,26225.430000000008,-54.0,
Stone,-75281.81,,
Stone,42350.090000000004,,
Stone,-20005.449999999975,,
Stone,-1948.7000000000044,,
Stone,28736.129999999997,,
Stone,40905.989999999991,,
Stone,-51710.239999999991,,
Stone,2376.1999999999935,,
Stone,-177562.05000000031,,
Stone,6582.2499999999891,,
Stone,-39634.289999999979,,
Stone,18512.520000000019,,
Stone,42244.689999999995,,
Stone,5697.39,,
Stone,49880.8,,
Stone,3216.2400000000007,9.0,0.042402635521278348
Stone,10202.07,-12.0,0.028056856963844572
Stone,32104.78,-6.0,-0.0012220013396761348
Stone,21959.200000000012,-42.0,0.014499554302346691
Stone,-125497.68000000001,-42.0,
Stone,-87987.37999999999,-48.0,
Stone,-40775.47,-168.0,0.036957807746073428
Stone,-83480.829999999973,,
Stone,-9279.3899999999885,,
Stone,7449.8399999999965,,
Stone,-43525.0,,
Stone,31610.129999999997,,
Stone,57910.950000000012,,
Stone,-36648.67,,
Stone,-167376.02999999997,,
Stone,10391.63999999997,,
Stone,-8257.98000000001,,
Stone,21320.52999999997,,
Stone,-1921.9899999999998,9.0,-0.042452192530668169
Stone,-54502.649999999994,6.0,
Stone,191046.49000000002,6.0,
Stone,19652.200000000004,6.0,
Stone,-17577.089999999997,0.0,
Stone,-14262.830000000002,-48.0,
Stone,96538.249999999971,-36.0,
Stone,-24578.72,-48.0,0.038183350791350316
Stone,-5216.4599999999991,-42.0,
Stone,-121070.42000000001,,
Stone,35798.830000000016,,
Stone,-47878.33,,
Stone,-45117.319999999905,,
Stone,-10069.449999999997,,
Stone,-23474.37999999999,,
Stone,103336.07999999999,,
Stone,-49666.950000000012,,
Stone,7054.7000000000025,,
Stone,73718.700000000012,,
Stone,-79920.470000000016,,
Stone,-261883.95999999996,,
Stone,-6893.7400000000016,,
Stone,17022.93,16.0,
Stone,92817.16,15.0,-0.026601267731520661
Stone,1039.3400000000001,-6.0,0.00469309870181283
Stone,30050.309999999998,0.0,0.016494403036261332
Stone,-37714.450000000004,-30.0,0.022937476577139355
Stone,-2861.429999999993,-30.0,
Stone,-9091.73999999999,-42.0,
Stone,-29905.36,-42.0,
Stone,20573.189999999995,,
Stone,-67205.189999999973,,
Stone,8156.99000000002,,
Stone,30235.569999999992,,
Stone,-84019.34,,
Stone,-30005.640000000043,,
Stone,79663.729999999981,,
Stone,-217308.93,,
Stone,-98144.76999999996,,
Stone,54944.52,15.0,
Stone,11284.019999999999,9.0,0.023264511541406768
Stone,6815.67,6.0,0.0019557298394536279
Stone,59223.86,-6.0,
Stone,7206.04,-30.0,
Stone,81512.38,-42.0,
Stone,25159.61,-42.0,
Stone,-65008.810000000005,-42.0,
Stone,29411.119999999995,-36.0,
Stone,55549.919999999984,-36.0,
Stone,-7034.4599999999991,,
Stone,-6720.8899999999994,,
Stone,83438.489999999991,,
Stone,-299807.69999999995,,
Stone,-95893.76,,
Stone,26059.030000000002,,
Stone,-3971.8300000000017,,
Stone,3428.359999999986,,
Stone,-23399.810000000009,,
Stone,72330.91,,
Stone,-259747.97999999986,,
Stone,-83375.810000000012,,
Stone,11505.499999999996,,
Stone,-61410.54,,
Stone,10610.989999999998,6.0,-0.0052009457291983183
Stone,-15946.380000000001,-12.0,
Stone,77326.34,0.0,
Stone,-39340.869999999995,-36.0,0.00952111494819935
Stone,13344.55000000001,-30.0,-0.0076364037860889092
Stone,-4998.25,-48.0,
Stone,38451.88,-42.0,
Stone,-30443.399999999998,,
Stone,-37110.09,,
Stone,-20090.960000000025,,
Stone,14892.910000000003,,
Stone,72309.89,17.0,
Stone,65467.67,12.0,-0.058343536022016224
Stone,-38551.410000000011,-30.0,
Stone,-87374.279999999984,-42.0,
Stone,3977.4399999999987,-42.0,
Stone,-91165.67,-42.0,
Stone,-52488.32,-48.0,
Stone,-3167.0099999999875,,
Stone,52978.87000000001,,
Stone,64650.8899999999,,
Stone,74135.01999999999,,
Stone,-126579.00999999998,,
Stone,97940.590000000011,,
Stone,29331.649999999994,,
Stone,-33351.639999999992,,
Stone,55221.49,,
Stone,-27515.699999999997,,
Stone,-89613.319999999876,,
Stone,13348.079999999998,,
Stone,-188875.51000000013,,
Stone,-27995.170000000027,,
Stone,46561.490000000005,11.0,
Stone,39660.229999999996,6.0,
Stone,89355.739999999991,6.0,-0.018001408166447991
Stone,-10994.17,-12.0,
Stone,24992.760000000002,-6.0,0.0077870818904357195
Stone,149361.37,-18.0,
Stone,23920.019999999997,-30.0,
Stone,324399.95999999996,-30.0,
Stone,-61685.550000000017,-42.0,
Stone,30969.73000000001,-42.0,
Stone,49868.630000000019,,
Stone,-26556.229999999996,,
Stone,5240.41,,
Stone,-20390.859999999986,,
Stone,-6532.6499999999905,,
Stone,7010.5199999999932,,
Stone,-15409.219999999994,,
Stone,-5842.3100000000395,,
Stone,105757.87000000002,,
Stone,2191.1999999999753,,
Stone,46011.939999999995,,
Stone,130326.84000000001,6.0,
Stone,4750.3700000000008,0.0,
Stone,27921.1,-12.0,
Stone,11849.770000000004,-30.0,
Stone,99123.6,-42.0,
Stone,10052.610000000002,-42.0,
Stone,1025.7500000000036,-42.0,0.006003304392296422
Stone,-105120.31,-48.0,
Stone,2398.7300000000005,-48.0,
Stone,84938.78,-42.0,
Stone,-142895.83999999997,,
Stone,14821.720000000023,,
Stone,-105616.79000000001,,
Stone,55207.72,,
Stone,20801.869999999966,,
Stone,-31755.09,,
Stone,-65676.449999999953,,
Stone,-14650.539999999979,,
Stone,5120.8000000000011,,
Stone,13097.890000000001,6.0,-0.013599387505104206
Stone,32537.629999999997,6.0,-0.020602403029273225
Stone,444.40999999999622,-12.0,
Stone,-75216.540000000008,-30.0,0.014967587067586906
Stone,-6125.3299999999945,-42.0,
Stone,136616.76,-42.0,
Stone,-262752.64999999997,-42.0,
Stone,-123977.70000000001,-162.0,
Stone,-105718.28,-162.0,
Stone,-20268.029999999948,,
Stone,-223560.40999999997,,
Stone,85677.039999999964,,
Stone,48422.189999999973,,
Stone,76940.700000000041,,
Stone,-135222.12000000005,,
Stone,-40826.750000000029,,
Stone,-16756.000000000007,,
Stone,-3666.2999999999884,,
Stone,-109046.32999999999,,
Stone,82242.25999999998,,
Stone,-30756.270000000077,,
Stone,-21911.98,,
Stone,6188.9399999999951,,
Stone,28655.950000000012,,
Stone,-84810.430000000008,,
Stone,65592.650000000009,,
Stone,11298.80000000001,,
Stone,7741.5,9.0,
Stone,166161.07,12.0,-0.00407975393240937
Stone,29043.929999999997,12.0,
Stone,579.14999999999964,6.0,0.0091740303746860319
Stone,26349.29,-6.0,
Stone,4070.1400000000031,-6.0,
Stone,1934.8999999999942,-12.0,
Stone,-32228.410000000003,-30.0,
Stone,-43142.05,-30.0,
Stone,8098.7899999999936,-30.0,
Stone,-4682.8500000000058,-30.0,
Stone,-64366.47000000003,-42.0,
Stone,25695.789999999986,,
Stone,-42580.510000000009,,
Stone,-116678.23000000001,,
Stone,34853.74,,
Stone,36114.399999999994,,
Stone,52917.47,,
Stone,57948.989999999991,,
Stone,34414.929999999993,,
Stone,-61585.679999999993,,
Stone,-114104.05000000002,,
Stone,1382.0400000000036,,
Stone,360.27000000000044,,
Stone,-18105.17,,
Stone,86857.739999999991,,
Stone,46773.96,17.0,-0.027801395395401864
Stone,218251.16,16.0,-0.0080806215746693014
Stone,9548.18,9.0,
Stone,38266.04,6.0,-0.00027230496104150431
Stone,88493.29,6.0,0.0073301940617536906
Stone,206812.90000000002,6.0,0.0039499792050881818
Stone,36660.430000000008,-6.0,0.024424291939640082
Stone,-54608.939999999988,-42.0,
Stone,30000.14999999998,-42.0,
Stone,-132109.40999999997,-42.0,
Stone,-25085.960000000003,-42.0,
Stone,7793.7599999999984,-42.0,
Stone,-165184.99999999997,-168.0,
Stone,-35694.94,,
Stone,-26870.959999999992,,
Stone,1683.9300000000367,,
Stone,-6406.0800000000127,,
Stone,-96553.850000000035,,
Stone,-50221.520000000011,,
Stone,-198077.4,,
Stone,19494.710000000006,,
Stone,18883.73,,
Stone,8412.0999999999949,,
Stone,6663.4000000000015,16.0,-0.0015453866285688317
Stone,38518.14,6.0,
Stone,-25845.2,-30.0,
Stone,69819.799999999988,-18.0,-0.02327033283733191
Stone,39940.600000000006,-42.0,
Stone,-105034.22,-48.0,
Stone,-89734.709999999992,,
Stone,-9049.7699999999968,,
Stone,-6293.1299999999974,,
Stone,-30554.589999999975,,
Stone,-14793.869999999966,,
Stone,1229.2999999999993,,
Stone,85676.290000000008,17.0,
Stone,27177.36,16.0,
Stone,41823.28,6.0,0.043244129817795733
Stone,69491.9,-6.0,-0.01219214021336831
Stone,16197.749999999993,-18.0,
Stone,-74381.639999999985,-42.0,
Stone,-102412.16999999998,-42.0,
Stone,-237687.95,-162.0,0.004300524426255465
Stone,205047.1,,
Stone,-98101.309999999983,,
Stone,-115035.09,,
Stone,-92980.28,,
Stone,-11650.970000000005,,
Stone,8999.2800000000279,,
Stone,-35592.280000000006,,
Stone,11104.679999999993,,
Stone,42458.619999999995,,
Stone,-7048.7500000000291,,
Stone,5636.929999999993,,
Stone,54409.639999999956,,
Stone,-135023.11,-6.0,
Stone,-14058.930000000004,-24.0,
Stone,56810.830000000009,-30.0,
Stone,-33713.16,-30.0,
Stone,147497.69,-42.0,0.012353293520561061
Stone,109501.0,,
Stone,20187.37,,
Stone,-13445.24000000002,,
Stone,-16879.80999999999,,
Stone,-98.100000000004,,
Stone,-1179.4499999999971,,
Stone,-34405.999999999993,,
Stone,-28586.150000000009,,
Stone,-16888.880000000026,,
Stone,372690.81,,
Stone,-22774.53000000001,,
Stone,48543.799999999996,,
Stone,44061.94,9.0,
Stone,2170.3599999999988,0.0,0.055803107671578173
Stone,19958.66,-6.0,
Stone,8620.6499999999978,-6.0,
Stone,-25264.53,-30.0,
Stone,-45926.25,-42.0,
Stone,3253.8200000000033,-42.0,
Stone,-12079.64,-48.0,
Stone,-40678.180000000008,-42.0,
Stone,-93780.589999999982,-162.0,
Stone,192172.00000000003,,
Stone,36314.970000000016,,
Stone,33173.049999999988,,
Stone,-23465.18,,
Stone,-23136.67000000002,,
Stone,71128.61,,
Stone,-2655.7500000000146,,
Stone,-35279.17,,
Stone,-17545.019999999993,,
Stone,59274.46,,
Stone,-41417.109999999993,,
Stone,-35336.039999999994,,
Stone,21105.809999999998,,
Stone,-24201.919999999984,,
Stone,119616.57,,
Stone,-90493.709999999992,,
Stone,-6970.4000000000087,,
Stone,-23566.319999999963,,
Stone,85655.09,17.0,
Stone,37212.369999999995,15.0,-0.025478372109584133
Stone,5989.5399999999991,0.0,
Stone,-123789.92000000001,-18.0,0.028960202945879317
Stone,111265.85000000002,-30.0,0.00766806480167833
Stone,-18499.49,-42.0,
Stone,237767.41999999998,-42.0,
Stone,234359.07,-42.0,
Stone,58609.33,-48.0,
Stone,-231007.70000000004,-42.0,0.019329274497741529
Stone,-3275.9200000000055,-168.0,0.030197950140220912
Stone,-12276.190000000017,,
Stone,1855.4000000000087,,
Stone,329672.79000000004,,
Stone,-23374.550000000003,,
Stone,-28873.899999999991,,
Stone,34223.869999999995,,
Stone,11232.889999999992,,
Stone,-14398.450000000026,,
Stone,-204018.94,,
Stone,6795.6499999999942,,
Stone,-376558.44,,
Stone,-20530.589999999982,,
Stone,47597.770000000004,,
Stone,204357.45999999996,,
Stone,12972.990000000002,9.0,
Stone,-18068.1,-30.0,
Stone,-140757.87000000002,-30.0,
Stone,-92053.91,-42.0,
Stone,1989.5099999999948,-42.0,
Stone,28565.350000000002,-48.0,
Stone,-6777.0999999999985,,
Stone,-103430.75000000003,,
Stone,120099.10000000003,,
Stone,23130.75,,
Stone,-2147.830000000009,,
Stone,79021.260000000009,,
Stone,14207.940000000017,,
Stone,-10773.5,,
Stone,-21096.38,,
Stone,121661.23,12.0,-0.022315825382975975
Stone,222521.18,6.0,0.0060841522610273965
Stone,1195.1900000000005,-12.0,-0.0014416599516518594
Stone,8492.9700000000012,-24.0,0.013608727341920805
Stone,43660.96,-42.0,
Stone,-98652.139999999985,-162.0,
Stone,-128153.38999999997,-168.0,
Stone,-4557.0300000000716,,
Stone,88159.77999999997,,
Stone,41267.179999999978,,
Stone,-57951.619999999988,,
Stone,163614.38,,
Stone,53434.060000000027,,
Stone,-72658.490000000049,,
Stone,7068.9299999999994,17.0,
Stone,23879.839999999997,16.0,-0.0070810045926455317
Stone,-81284.88,-18.0,
Stone,-145956.6,-48.0,0.040221969696969721
Stone,64566.990000000005,-42.0,
Stone,106697.90999999999,-42.0,
Stone,11764.24,,
Stone,-11501.639999999996,,
Stone,8182.75,,
Stone,32328.910000000003,,
Stone,-26194.480000000003,,
Stone,-90504.07,,
Stone,11623.409999999998,,
Stone,16814.32,,
Stone,40432.809999999969,,
Stone,-71686.159999999974,,
Stone,-16627.18,11.0,
Stone,105516.82,12.0,0.00014307111565172587
Stone,67734.750000000015,-6.0,0.012510000927443175
Stone,-84855.17,-42.0,
Stone,-41541.18,-42.0,
Stone,-28078.520000000004,-48.0,
Stone,-68164.96,-54.0,
Stone,-66441.79,-42.0,
Stone,-51258.16,-162.0,
Stone,-28409.249999999989,,
Stone,114895.13,,
Stone,23044.269999999997,,
Stone,73982.849999999933,,
Stone,22236.920000000002,,
Stone,-62863.43,,
Stone,-54511.680000000008,,
Stone,-24557.339999999997,,
Stone,33678.529999999992,,
Stone,-9197.14,,
Stone,32480.33,,
Stone,-44964.779999999992,,
Stone,-349981.32999999996,,
Stone,-107851.41000000003,,
Stone,5187.9099999999853,,
Stone,735.03000000001157,,
Stone,178792.3,15.0,
Stone,-30953.879999999997,0.0,0.018200948817002349
Stone,11622.589999999997,-6.0,0.020467894254086849
Stone,-19785.79,-18.0,0.014047409543164815
Stone,89335.79,-18.0,-0.014394900970069104
Stone,31118.95,-36.0,
Stone,-36530.17,-36.0,0.022771521092245721
Stone,-3264.9200000000128,-42.0,
Stone,-5519.7100000000064,-42.0,0.010886562530103481
Stone,8938.5500000000175,-36.0,
Stone,85611.680000000008,-42.0,
Stone,9058.76,-48.0,
Stone,-52670.28,-42.0,
Stone,27219.21,,
Stone,-39738.359999999986,,
Stone,-16475.069999999978,,
Stone,-7639.5900000000038,,
Stone,47407.979999999996,,
Stone,-53234.070000000007,,
Stone,-2043.5400000000045,,
Stone,10131.709999999985,,
Stone,5673.58,,
Stone,213137.46999999997,,
Stone,324512.33999999997,,
Stone,58614.0,,
Stone,92879.840000000026,,
Stone,13471.289999999999,17.0,
Stone,92486.040000000008,15.0,-0.011999776388061802
Stone,19107.070000000003,6.0,-0.010749581814282469
Stone,35267.73,6.0,
Stone,24727.239999999991,-42.0,
Stone,-115206.95000000001,-42.0,
Stone,14474.709999999992,,
Stone,-86558.96,,
Stone,6316.1499999999869,,
Stone,-7319.8599999999788,,
Stone,-1125.4099999999889,,
Stone,114631.41,,
Stone,11805.130000000019,,
Stone,7855.8199999999961,,
Stone,24320.23,,
Stone,110158.95000000003,,
Stone,-176092.16999999998,,
Stone,-44342.2,,
Stone,23391.91,6.0,-0.027601382913823233
Stone,23495.780000000002,-18.0,
Stone,-11204.339999999993,-30.0,
Stone,-77195.61,-30.0,
Stone,78911.049999999988,-30.0,
Stone,48522.49000000002,-42.0,
Stone,-134319.61000000002,-42.0,0.028218148678884898
Stone,-48631.14,-42.0,
Stone,-74162.250000000015,-42.0,
Stone,-34550.270000000004,,
Stone,-98116.699999999983,,
Stone,19569.11,,
Stone,7913.74,,
Stone,172646.93000000002,,
Stone,89239.450000000012,,
Stone,57766.659999999989,,
Stone,-194344.45,,
Stone,120444.49000000002,,
Stone,-14862.560000000012,,
Stone,45926.06,,
Stone,7735.62,11.0,
Stone,4496.16,6.0,
Stone,131264.19,12.0,
Stone,-8799.68,0.0,-0.016905830901004774
Stone,800.67000000000189,0.0,0.01539734843055765
Stone,-101683.74000000002,-6.0,0.0071998873934787273
Stone,-12756.499999999996,-12.0,
Stone,-99694.34,-36.0,-0.034183473938117478
Stone,-11553.689999999988,-42.0,
Stone,-39413.78,-48.0,
Stone,-3387.4500000000062,,
Stone,83160.13999999997,,
Stone,-35672.499999999971,,
Stone,149601.84,,
Stone,7583.5099999999984,,
Stone,22954.469999999998,,
Stone,51664.430000000008,,
Stone,1179.5800000000017,,
Stone,189518.92,,
Stone,-32361.809999999998,16.0,
Stone,36637.350000000006,0.0,
Stone,3881.1899999999951,-6.0,
Stone,-27448.43,-12.0,
Stone,54364.280000000013,-30.0,0.0039315625093249464
Stone,-42210.350000000006,-42.0,
Stone,42459.74000000002,-42.0,
Stone,-28648.569999999996,-48.0,
Stone,111855.49,-36.0,
Stone,24083.339999999997,-42.0,
Stone,9624.73000000001,,
Stone,-55622.210000000006,,
Stone,134860.63,,
Stone,-40478.049999999988,,
Stone,2232.8199999999924,,
Stone,-19114.500000000007,,
Stone,73488.889999999985,,
Stone,46684.579999999973,,
Stone,-26.020000000004984,,
Stone,-25040.600000000017,,
Stone,-74071.579999999987,,
Stone,176083.36999999997,,
Stone,34633.97,,
Stone,-11791.539999999997,-30.0,0.027299937599750308
Stone,80915.540000000008,-30.0,
Stone,-44110.319999999992,-36.0,
Stone,52618.09,-30.0,
Stone,67033.340000000011,,
Stone,10122.220000000008,,
Stone,111478.96,,
Stone,22802.740000000042,,
Stone,-412416.42000000004,,
Stone,85385.999999999913,,
Stone,-45973.279999999992,,
Stone,-26017.280000000013,,
Stone,68160.120000000024,,
Stone,4368.0900000000038,,
Stone,-35970.36000000003,,
Stone,-128178.18000000002,,
Stone,-2420.6100000000151,,
Stone,70506.080000000045,,
Stone,-473488.79000000004,,
Stone,-131758.85,,
Stone,-18733.119999999988,,
Stone,130456.03,17.0,
Stone,35279.05,12.0,0.00099731350902950572
Stone,31480.55,6.0,
Stone,120511.87,-6.0,
Stone,-38553.36,-36.0,
Stone,-212347.56999999995,-30.0,
Stone,-56407.52,-42.0,
Stone,-42680.51999999999,-42.0,
Stone,-133681.18999999997,-54.0,
Stone,-240126.35999999996,-42.0,0.014838526470679091
Stone,-14995.529999999997,-48.0,
Stone,108284.72000000004,,
Stone,-285408.98000000033,,
Stone,42902.550000000017,,
Stone,35769.670000000006,,
Stone,64195.66,,
Stone,17947.660000000003,,
Stone,72835.689999999988,,
Stone,49755.490000000013,,
Stone,-35030.170000000013,,
Stone,10715.560000000001,,
Stone,-53399.350000000042,,
Stone,40471.039999999994,,
Stone,461033.98000000004,16.0,
Stone,-66721.849999999991,-30.0,
Stone,-41931.510000000009,-42.0,
Stone,290753.57999999996,,
Stone,-142547.16,,
Stone,-17078.75,,
Stone,-92272.31,,
Stone,35730.500000000007,,
Stone,-199826.41999999995,,
Stone,-51243.470000000088,,
Stone,-37926.199999999968,,
Stone,-602.14000000000124,,
Stone,-17914.199999999997,,
Stone,-23201.519999999997,,
Stone,-23813.309999999983,,
Stone,79312.09,17.0,
Stone,8609.8100000000013,6.0,0.0068799311184192941
Stone,-17767.100000000006,-24.0,0.0055436768519619359
Stone,9404.0199999999968,-30.0,
Stone,223248.12000000002,-30.0,
Stone,76781.73000000001,-30.0,
Stone,346511.68000000005,-30.0,
Stone,28391.729999999996,-30.0,
Stone,64927.349999999991,-42.0,
Stone,8223.5699999999924,-42.0,
Stone,1625.6399999999849,-42.0,
Stone,-52974.17,-42.0,
Stone,-65926.02,-168.0,
Stone,-12508.020000000033,,
Stone,17728.140000000021,,
Stone,-14293.299999999967,,
Stone,-6784.2800000000125,,
Stone,30968.819999999963,,
Stone,-5963.4900000000052,,
Stone,-14441.320000000003,,
Stone,-36954.520000000004,,
Stone,-462696.18,,
Stone,17840.350000000006,,
Stone,-167697.18000000011,,
Stone,37300.839999999982,,
Stone,36437.54,0.0,-0.0061139860139862237
Stone,14585.450000000004,-18.0,
Stone,-30572.410000000003,-36.0,
Stone,21698.839999999997,-30.0,
Stone,-137158.28,-48.0,
Stone,-28838.67,-48.0,
Stone,10889.89,,
Stone,99602.580000000016,,
Stone,106164.84,,
Stone,-5385.13999999997,,
Stone,42519.45,,
Stone,27212.21,,
Stone,14100.5,,
Stone,-30073.44999999999,,
Stone,12163.1,,
Stone,-17249.149999999983,,
Stone,-103012.33000000003,,
Stone,416345.15,,
Stone,-44823.76999999999,,
Stone,10835.720000000001,,
Stone,11226.98,17.0,
Stone,25565.56,6.0,
Stone,7651.98,0.0,
Stone,-53878.639999999992,-30.0,-4.56280122770672e-05
Stone,-95371.209999999992,-30.0,
Stone,-52832.12999999999,-42.0,
Stone,-83688.96,-42.0,
Stone,-348171.58999999997,-162.0,
Stone,20330.000000000004,,
Stone,-6722.05999999999,,
Stone,71293.06,,
Stone,-11177.320000000003,,
Stone,-26282.55999999991,,
Stone,28123.54,,
Stone,-141145.23,,
Stone,5622.0400000000009,,
Stone,7120.9899999999943,,
Stone,78984.49,9.0,
Stone,50910.959999999992,6.0,-0.024501196071422905
Stone,40916.69,-6.0,
Stone,31266.61,6.0,
Stone,-18958.24,0.0,-0.0069974307265709829
Stone,-10915.229999999996,0.0,
Stone,-67339.67,-36.0,
Stone,-106896.20999999999,-42.0,0.017228887149515384
Stone,-13307.189999999999,,
Stone,-75904.719999999987,,
Stone,8864.1400000000285,,
Stone,7575.9199999999983,,
Stone,-151097.03000000003,,
Stone,2518.9800000000105,,
Stone,-86891.290000000008,-6.0,0.00932502646461359
Stone,56662.7,-18.0,
Stone,-342315.26,-30.0,
Stone,719.70999999999913,-42.0,
Stone,-13357.54,-48.0,
Stone,54185.459999999992,-42.0,
Stone,-2213.4900000000125,,
Stone,-33724.01999999999,,
Stone,-19452.779999999977,,
Stone,-16919.870000000003,,
Stone,10204.190000000002,,
Stone,190048.36000000002,,
Stone,-33468.319999999992,,
Stone,-256194.07000000007,,
Stone,-7922.1499999999869,,
Stone,-11768.779999999981,,
Stone,272923.89,15.0,
Stone,28956.38,6.0,
Stone,248010.37,18.0,
Stone,9756.7899999999991,6.0,0.004716383983944767
Stone,-34407.270000000004,-12.0,
Stone,-102588.48999999999,-18.0,
Stone,-74673.209999999992,-30.0,
Stone,72653.959999999992,-42.0,
Stone,40029.389999999992,-42.0,
Stone,-2046.83,-42.0,
Stone,23289.1,-48.0,
Stone,-153644.25999999998,-42.0,
Stone,36949.69,,
Stone,40709.66,,
Stone,49680.699999999983,,
Stone,14446.780000000006,,
Stone,-72071.610000000233,,
Stone,-120565.61999999998,,
Stone,-17182.74000000002,,
Stone,4116.74,,
Stone,1472.0599999999831,,
Stone,-417464.51999999996,,
Stone,60532.759999999995,17.0,
Stone,7971.76,15.0,0.02522341110217214
Stone,-124161.08000000002,-12.0,0.026811309947610447
Stone,63143.630000000005,-6.0,-0.020360424010789836
Stone,20085.870000000003,-6.0,
Stone,16378.65,-18.0,
Stone,5277.6600000000035,-36.0,
Stone,36146.00999999998,-42.0,
Stone,-16239.279999999999,-36.0,
Stone,-46981.84,,
Stone,128298.82,,
Stone,130356.11000000002,,
Stone,-7094.5400000000081,,
Stone,46790.81,,
Stone,3402.9899999999907,,
Stone,47418.299999999974,,
Stone,50582.39,,
Stone,-186753.90000000002,,
Stone,80928.82,,
Stone,-26529.959999999963,,
Stone,-88365.85,,
Stone,-66102.44,,
Stone,99528.169999999984,,
Stone,8613.2200000000012,6.0,
Stone,84602.45,0.0,
Stone,8570.2800000000061,-18.0,
Stone,-47090.689999999995,-42.0,
Stone,-45525.34,-48.0,
Stone,-46818.01,-42.0,
Stone,-5116.07,-48.0,
Stone,-169684.34,-42.0,0.010399278322773174
Stone,266440.76,-42.0,
Stone,123577.27,,
Stone,-4907.8399999999383,,
Stone,-12542.730000000069,,
Stone,13360.190000000017,,
Stone,8766.45,,
Stone,9221.3499999999949,,
Stone,19973.610000000004,,
Stone,8067.9600000000009,0.0,0.001400043863496736
Stone,-34627.490000000005,-18.0,-0.0036767424811046459
Stone,-15672.549999999996,-18.0,
Stone,-74404.91,-18.0,
Stone,-25691.290000000008,-18.0,0.0064703704084861507
Stone,-49486.359999999993,-30.0,
Stone,-47342.549999999988,-30.0,
Stone,-15689.339999999997,-36.0,
Stone,-94539.459999999992,-48.0,
Stone,14021.760000000009,-42.0,
